level,word,part_of_speech,definition,synonyms,more_synonyms,mnemonic,context_sentence,story_builder,mnemonic_source_url
18,pliant,adj,capable of being influenced or formed,"plastic, pliant","alterable, submissive, flexible, bendable, influential, charming",Think of 'pliant' as 'pli' to help remember it means capable of being influenced or formed.,My toy is very 'pliant' because it is capable of being influenced or formed.,"Yesterday, I had to ___ when I capable of being influenced or formed. Choices: [pliant, play, jump].",
18,poignancy,n,a state of deeply felt distress or sorrow,"poignance, poignancy","sadness, unhappiness",Think of 'poignancy' as 'poi' to help remember it means a state of deeply felt distress or sorrow.,The word 'poignancy' is a thing: it means a state of deeply felt distress or sorrow.,"Yesterday, I had to ___ when I a state of deeply felt distress or sorrow. Choices: [poignancy, play, jump].",
18,polemical,adj,of or involving dispute or controversy,"polemic, polemical","at issue, rational, argumentative, legal",Think of 'polemical' as 'pol' to help remember it means of or involving dispute or controversy.,My toy is very 'polemical' because it is of or involving dispute or controversy.,"Yesterday, I had to ___ when I of or involving dispute or controversy. Choices: [polemical, play, jump].",
18,ponderous,adj,slow and laborious because of weight,"heavy, lumbering, ponderous","cumbersome, tedious, large, huge, awkward, awkward",Think of 'ponderous' as 'pon' to help remember it means slow and laborious because of weight.,My toy is very 'ponderous' because it is slow and laborious because of weight.,"Yesterday, I had to ___ when I slow and laborious because of weight. Choices: [ponderous, play, jump].",
18,portend,v,indicate by signs,"bode, portend, auspicate, prognosticate, omen, presage, betoken, foreshadow, augur, foretell, prefigure, forecast, predict","foreshadow, predict, predict, estimate, predict, predict",Think of 'portend' as 'por' to help remember it means indicate by signs.,We can 'portend' when we indicate by signs.,"Yesterday, I had to ___ when I indicate by signs. Choices: [portend, play, jump].",
18,portent,n,a sign of something about to happen,"omen, portent, presage, prognostic, prognostication, prodigy","forewarning, miracle, omen, piece of advice, importance, misgiving",Think of 'portent' as 'por' to help remember it means a sign of something about to happen.,The word 'portent' is a thing: it means a sign of something about to happen.,"Yesterday, I had to ___ when I a sign of something about to happen. Choices: [portent, play, jump].",
18,postmodernist,adj,of or relating to postmodernism,"postmodernist, postmodern",,Think of 'postmodernist' as 'pos' to help remember it means of or relating to postmodernism.,My toy is very 'postmodernist' because it is of or relating to postmodernism.,"Yesterday, I had to ___ when I of or relating to postmodernism. Choices: [postmodernist, play, jump].",
18,potentate,n,a ruler who is unconstrained by law,"dictator, potentate","monarch, royalty, ruler, master, owner, ruler",Think of 'potentate' as 'pot' to help remember it means a ruler who is unconstrained by law.,The word 'potentate' is a thing: it means a ruler who is unconstrained by law.,"Yesterday, I had to ___ when I a ruler who is unconstrained by law. Choices: [potentate, play, jump].",
18,praiseworthy,adj,worthy of high praise,"applaudable, commendable, laudable, praiseworthy","deserving, respected, worthy, honorable, ideal, impartial",Think of 'praiseworthy' as 'pra' to help remember it means worthy of high praise.,My toy is very 'praiseworthy' because it is worthy of high praise.,"Yesterday, I had to ___ when I worthy of high praise. Choices: [praiseworthy, play, jump].",
18,prattle,v,speak (about unimportant matters) rapidly and incessantly,"chatter, piffle, palaver, prate, tittle-tattle, twaddle, clack, maunder, prattle, blab, gibber, tattle, blabber, gabble","babble, chatting, chat, gossip, laugh, talk",Think of 'prattle' as 'pra' to help remember it means speak (about unimportant matters) rapidly and incessantly.,We can 'prattle' when we speak (about unimportant matters) rapidly and incessantly.,"Yesterday, I had to ___ when I speak (about unimportant matters) rapidly and incessantly. Choices: [prattle, play, jump].",
18,preachy,adj,inclined to or marked by tedious moralization,preachy,"educational, self-righteous, smug",Think of 'preachy' as 'pre' to help remember it means inclined to or marked by tedious moralization.,My toy is very 'preachy' because it is inclined to or marked by tedious moralization.,"Yesterday, I had to ___ when I inclined to or marked by tedious moralization. Choices: [preachy, play, jump].",
18,precis,v,make a summary (of),precis,"summary, epitomize, survey, outline of experience",Think of 'precis' as 'pre' to help remember it means make a summary (of).,We can 'precis' when we make a summary (of).,"Yesterday, I had to ___ when I make a summary (of). Choices: [precis, play, jump].",
18,predilection,n,a predisposition in favor of something,"predilection, preference, orientation","inclination, fondness, inclination, outlook, talent, partiality",Think of 'predilection' as 'pre' to help remember it means a predisposition in favor of something.,The word 'predilection' is a thing: it means a predisposition in favor of something.,"Yesterday, I had to ___ when I a predisposition in favor of something. Choices: [predilection, play, jump].",
18,preen,v,clean with one’s bill,"preen, plume","admire and clean oneself, brag, beautify, beautify, prepare, be proud",Think of 'preen' as 'pre' to help remember it means clean with one’s bill.,We can 'preen' when we clean with one’s bill.,"Yesterday, I had to ___ when I clean with one’s bill. Choices: [preen, play, jump].",
18,prelate,n,a senior clergyman and dignitary,"archpriest, hierarch, high priest, prelate, primate",church head,Think of 'prelate' as 'pre' to help remember it means a senior clergyman and dignitary.,The word 'prelate' is a thing: it means a senior clergyman and dignitary.,"Yesterday, I had to ___ when I a senior clergyman and dignitary. Choices: [prelate, play, jump].",
18,premeditate,,Synonyms:,More Synonyms:,,Think of 'premeditate' as 'pre' to help remember it means Synonyms:.,I will use the word 'premeditate' in a sentence: It is Synonyms:.,"Yesterday, I had to ___ when I Synonyms:. Choices: [premeditate, play, jump].",
18,prescient,adj,perceiving the significance of events before they occur,prescient,"intuitive, looking ahead wisely, perceptive, educated, foreboding, prophetic",Think of 'prescient' as 'pre' to help remember it means perceiving the significance of events before they occur.,My toy is very 'prescient' because it is perceiving the significance of events before they occur.,"Yesterday, I had to ___ when I perceiving the significance of events before they occur. Choices: [prescient, play, jump].",
18,privation,n,a state of extreme poverty,"privation, want, deprivation, neediness","deprivation, lack, lack, failure, insufficiency, failure",Think of 'privation' as 'pri' to help remember it means a state of extreme poverty.,The word 'privation' is a thing: it means a state of extreme poverty.,"Yesterday, I had to ___ when I a state of extreme poverty. Choices: [privation, play, jump].",
18,probity,n,complete and confirmed integrity; having strong moral principles,probity,"fairness, honesty, morality, decency, truthfulness, integrity",Think of 'probity' as 'pro' to help remember it means complete and confirmed integrity; having strong moral principles.,The word 'probity' is a thing: it means complete and confirmed integrity; having strong moral principles.,"Yesterday, I had to ___ when I complete and confirmed integrity; having strong moral principles. Choices: [probity, play, jump].",
18,proclivity,n,a natural inclination,"proclivity, propensity, leaning","inclination, taste, inclination, outlook, talent, partiality",Think of 'proclivity' as 'pro' to help remember it means a natural inclination.,The word 'proclivity' is a thing: it means a natural inclination.,"Yesterday, I had to ___ when I a natural inclination. Choices: [proclivity, play, jump].",
18,propagandist,n,a person who disseminates messages calculated to assist some cause or some government,propagandist,"provoker, preacher, advocate, person who delivers news, reporter, aide",Think of 'propagandist' as 'pro' to help remember it means a person who disseminates messages calculated to assist some cause or some government.,The word 'propagandist' is a thing: it means a person who disseminates messages calculated to assist some cause or some government.,"Yesterday, I had to ___ when I a person who disseminates messages calculated to assist some cause or some government. Choices: [propagandist, play, jump].",
18,propound,v,"put forward, as of an idea",propound,"proclaim, make known, speak, present, offer, favor","Think of 'propound' as 'pro' to help remember it means put forward, as of an idea.","We can 'propound' when we put forward, as of an idea.","Yesterday, I had to ___ when I put forward, as of an idea. Choices: [propound, play, jump].",
18,prosaic,adj,not fanciful or imaginative,"matter-of-fact, prosaic",,Think of 'prosaic' as 'pro' to help remember it means not fanciful or imaginative.,My toy is very 'prosaic' because it is not fanciful or imaginative.,"Yesterday, I had to ___ when I not fanciful or imaginative. Choices: [prosaic, play, jump].",
18,proselytize,v,convert to another faith or religion,"proselytize, proselytise","convert, espouse, convert, change belief, convince, gather",Think of 'proselytize' as 'pro' to help remember it means convert to another faith or religion.,We can 'proselytize' when we convert to another faith or religion.,"Yesterday, I had to ___ when I convert to another faith or religion. Choices: [proselytize, play, jump].",
