level,word,part_of_speech,definition,synonyms,more_synonyms,mnemonic,context_sentence,story_builder
17,raucous,adj,unpleasantly loud and harsh,"raucous, strident","noisy, rowdy, mischievous, harsh, unlawful, unharmonious",🔑 Remember: 'raucous' sounds like 'rau' and means unpleasantly loud and harsh.,My dog is 'raucous' because it is unpleasantly loud and harsh.,"In the middle of the forest, animals love to ___ because they unpleasantly loud and harsh. Choices: [raucous, hide, sing]"
17,ravenous,adj,extremely hungry,"famished, ravenous, sharp-set, starved, esurient","desirous, enthusiastic, greedy, hungry, starving, violent",🔑 Remember: 'ravenous' sounds like 'rav' and means extremely hungry.,My dog is 'ravenous' because it is extremely hungry.,"In the middle of the forest, animals love to ___ because they extremely hungry. Choices: [ravenous, hide, sing]"
17,realign,v,align anew or better,"realign, realine",,🔑 Remember: 'realign' sounds like 'rea' and means align anew or better.,Every day we can 'realign' when we align anew or better.,"During the big game, the team had to ___ if they wanted to align anew or better. Choices: [realign, run, jump]"
17,recast,v,"cast again, in a different role",recast,"change, alter, reorganize, reconstruct, duplicate, say in another way","🔑 Remember: 'recast' sounds like 'rec' and means cast again, in a different role.","Every day we can 'recast' when we cast again, in a different role.","On a rainy day, Mia decided to ___ while she cast again, in a different role. Choices: [recast, sleep, laugh]"
17,recluse,n,one who lives in solitude,"hermit, recluse, solitary, solitudinarian, troglodyte","hermit, secluded, escapee, loner, hater, priest",🔑 Remember: 'recluse' sounds like 'rec' and means one who lives in solitude.,"The word 'recluse' is a thing, it means one who lives in solitude.","During the big game, the team had to ___ if they wanted to one who lives in solitude. Choices: [recluse, run, jump]"
17,recompense,v,make amends for; pay compensation for,"compensate, recompense, repair, indemnify","return, pay back, amount, compensation, compensate, compensation",🔑 Remember: 'recompense' sounds like 'rec' and means make amends for; pay compensation for.,Every day we can 'recompense' when we make amends for; pay compensation for.,"On a sunny day, Mia decided to ___ while she make amends for; pay compensation for. Choices: [recompense, sleep, laugh]"
17,recuperate,v,regain or make up for,"recover, recoup, recuperate","improve, recuperate quickly, take a short break, progress, recover, better",🔑 Remember: 'recuperate' sounds like 'rec' and means regain or make up for.,Every day we can 'recuperate' when we regain or make up for.,"During the big game, the team had to ___ if they wanted to regain or make up for. Choices: [recuperate, run, jump]"
17,redouble,v,"double in magnitude, extent, or intensity",redouble,"make intense, make two, copy, repeat, add, exaggerate","🔑 Remember: 'redouble' sounds like 'red' and means double in magnitude, extent, or intensity.","Every day we can 'redouble' when we double in magnitude, extent, or intensity.","Sara’s teacher asked the class to ___ to show they could double in magnitude, extent, or intensity. Choices: [redouble, draw, play]"
17,reevaluate,,Synonyms:,More Synonyms:,,🔑 Remember: 'reevaluate' sounds like 'ree' and means Synonyms:.,'reevaluate' means Synonyms:.,"Sara’s teacher asked the class to ___ to show they could Synonyms:. Choices: [reevaluate, draw, play]"
17,reexamination,,Synonyms:,More Synonyms:,,🔑 Remember: 'reexamination' sounds like 'ree' and means Synonyms:.,'reexamination' means Synonyms:.,"Tom found a magic box that could ___ when he Synonyms:. Choices: [reexamination, dance, eat]"
17,referent,,Synonyms:,More Synonyms:,,🔑 Remember: 'referent' sounds like 'ref' and means Synonyms:.,'referent' means Synonyms:.,"On a rainy day, Mia decided to ___ while she Synonyms:. Choices: [referent, sleep, laugh]"
17,refract,v,subject to refraction,refract,,🔑 Remember: 'refract' sounds like 'ref' and means subject to refraction.,Every day we can 'refract' when we subject to refraction.,"During the big game, the team had to ___ if they wanted to subject to refraction. Choices: [refract, run, jump]"
17,rehash,v,"present or use over, with no or few changes",rehash,"talk over, examine, fight, dwell on, argue, rewrite","🔑 Remember: 'rehash' sounds like 'reh' and means present or use over, with no or few changes.","Every day we can 'rehash' when we present or use over, with no or few changes.","In the middle of the forest, animals love to ___ because they present or use over, with no or few changes. Choices: [rehash, hide, sing]"
17,renunciation,n,rejecting or disowning or disclaiming as invalid,"repudiation, renunciation","rejection, denial, temperance, refusal, abandonment, repudiation",🔑 Remember: 'renunciation' sounds like 'ren' and means rejecting or disowning or disclaiming as invalid.,"The word 'renunciation' is a thing, it means rejecting or disowning or disclaiming as invalid.","In the middle of the forest, animals love to ___ because they rejecting or disowning or disclaiming as invalid. Choices: [renunciation, hide, sing]"
17,replete,v,fill to satisfaction,"satiate, sate, replete, fill","full, plentiful, active, total, abundant, plenty",🔑 Remember: 'replete' sounds like 'rep' and means fill to satisfaction.,Every day we can 'replete' when we fill to satisfaction.,"During the big game, the team had to ___ if they wanted to fill to satisfaction. Choices: [replete, run, jump]"
17,reprehensible,adj,bringing or deserving severe rebuke or censure,"condemnable, criminal, deplorable, reprehensible, vicious","shameful, awful, responsible, irresponsible, unfortunate, hateful",🔑 Remember: 'reprehensible' sounds like 'rep' and means bringing or deserving severe rebuke or censure.,My dog is 'reprehensible' because it is bringing or deserving severe rebuke or censure.,"On a snowy day, Mia decided to ___ while she bringing or deserving severe rebuke or censure. Choices: [reprehensible, sleep, laugh]"
17,reprieve,n,a (temporary) relief from harm or discomfort,"reprieve, respite","relief, relieve, freeing, pardon, interruption, permission",🔑 Remember: 'reprieve' sounds like 'rep' and means a (temporary) relief from harm or discomfort.,"The word 'reprieve' is a thing, it means a (temporary) relief from harm or discomfort.","During the big game, the team had to ___ if they wanted to a (temporary) relief from harm or discomfort. Choices: [reprieve, run, jump]"
17,repudiate,v,cast off,"disown, renounce, repudiate","reject, give up, eliminate, disprove, expel from group, ban",🔑 Remember: 'repudiate' sounds like 'rep' and means cast off.,Every day we can 'repudiate' when we cast off.,"Sara’s teacher asked the class to ___ to show they could cast off. Choices: [repudiate, draw, play]"
17,repugnant,adj,offensive to the mind,"abhorrent, detestable, obscene, repugnant, repulsive","obnoxious, awful, unfavorable, antagonistic, loathsome, disgusting",🔑 Remember: 'repugnant' sounds like 'rep' and means offensive to the mind.,My dog is 'repugnant' because it is offensive to the mind.,"Sara’s teacher asked the class to ___ to show they could offensive to the mind. Choices: [repugnant, draw, play]"
17,repulsion,n,the force by which bodies repel one another,"repulsion, repulsive force","hatred, hate, disgust, dislike, dislike, dislike",🔑 Remember: 'repulsion' sounds like 'rep' and means the force by which bodies repel one another.,"The word 'repulsion' is a thing, it means the force by which bodies repel one another.","On a sunny day, Mia decided to ___ while she the force by which bodies repel one another. Choices: [repulsion, sleep, laugh]"
17,resplendent,adj,having great beauty and splendor,"glorious, resplendent, splendid, splendiferous","bright, dignified, attractive, shining, shining, radiant",🔑 Remember: 'resplendent' sounds like 'res' and means having great beauty and splendor.,My dog is 'resplendent' because it is having great beauty and splendor.,"On a sunny day, Mia decided to ___ while she having great beauty and splendor. Choices: [resplendent, sleep, laugh]"
17,resuscitate,v,cause to regain consciousness,"resuscitate, revive","revive, cure, reorganize, revitalize, make new, start over",🔑 Remember: 'resuscitate' sounds like 'res' and means cause to regain consciousness.,Every day we can 'resuscitate' when we cause to regain consciousness.,"During the big game, the team had to ___ if they wanted to cause to regain consciousness. Choices: [resuscitate, run, jump]"
17,reverberate,v,ring or echo with sound,"resound, echo, ring, reverberate","vibrate, crash, drone, clang, beat, repeat",🔑 Remember: 'reverberate' sounds like 'rev' and means ring or echo with sound.,Every day we can 'reverberate' when we ring or echo with sound.,"In the middle of the forest, animals love to ___ because they ring or echo with sound. Choices: [reverberate, hide, sing]"
17,reverent,adj,feeling or showing profound respect or veneration,reverent,"respectful, devoted, religious, religious, adoring, showing respect",🔑 Remember: 'reverent' sounds like 'rev' and means feeling or showing profound respect or veneration.,My dog is 'reverent' because it is feeling or showing profound respect or veneration.,"Tom found a magic box that could ___ when he feeling or showing profound respect or veneration. Choices: [reverent, dance, eat]"
